Year,State,Subcategory,Sales,Quantity,Discount,Profit,Profit_Margin
2017,New Jersey,Supplies,69.5,5,0,20.155,0.29000000000000004
2017,New Jersey,Paper,166.44,3,0,79.8912,0.48
2017,Oklahoma,Accessories,291.96,4,0,102.186,0.35000000000000003
2017,Illinois,Art,6.408,3,0.2,0.6408,0.1
2017,Illinois,Accessories,408.744,7,0.2,76.6395,0.18749999999999997
2014,Illinois,Binders,5.104,4,0.8,-8.6768,-1.7
2014,Illinois,Fasteners,2.896,2,0.2,0.4706,0.1625
2014,Illinois,Accessories,35.016,3,0.2,-2.1885,-0.0625
2014,Alabama,Storage,275.97,3,0,11.0388,0.039999999999999994
2014,Alabama,Phones,1394.95,5,0,362.687,0.26
2014,Alabama,Chairs,545.88,6,0,70.9644,0.13
2015,Oregon,Art,5.248,2,0.2,0.5904,0.1125
2016,Arizona,Chairs,933.536,4,0.2,105.0228,0.11250000000000002
2016,Arizona,Storage,42.976,4,0.2,4.2976,0.1
2015,Georgia,Binders,3.76,2,0,1.8048,0.48000000000000004
2014,Oklahoma,Phones,479.96,4,0,134.3888,0.28
2014,California,Appliances,320.88,6,0,93.0552,0.29
2014,California,Furnishings,23.88,3,0,10.5072,0.44
2014,California,Paper,26.76,4,0,12.3096,0.45999999999999996
2016,Ohio,Copiers,1439.976,4,0.4,191.9968,0.13333333333333333
2015,Missouri,Binders,17.22,3,0,7.9212,0.46
2015,Missouri,Tables,1024.38,7,0,215.1198,0.20999999999999996
2015,Missouri,Envelopes,26.22,3,0,12.3234,0.47
2015,Missouri,Paper,17.34,3,0,8.4966,0.49000000000000005
2017,Pennsylvania,Binders,4.956,4,0.7,-3.7996,-0.7666666666666666
2017,Oregon,Labels,71.04,6,0.2,26.64,0.375
2017,Oregon,Art,5.344,2,0.2,0.7348,0.13749999999999998
2017,Oregon,Fasteners,11.304,3,0.2,-2.1195,-0.1875
2017,Texas,Appliances,294.62,5,0.8,-766.012,-2.5999999999999996
2017,Texas,Furnishings,8.752,4,0.6,-3.7196,-0.42499999999999993
2014,Virginia,Labels,15,4,0,7.2,0.48000000000000004
2014,Virginia,Phones,161.61,1,0,42.0186,0.25999999999999995
2014,Virginia,Phones,144.95,5,0,42.0355,0.29000000000000004
2017,California,Accessories,199.95,5,0,21.9945,0.11
2017,California,Art,41.86,7,0,14.2324,0.34
2017,Kentucky,Storage,95.94,3,0,9.594,0.09999999999999999
2017,Kentucky,Chairs,304.45,5,0,76.1125,0.25
2017,Texas,Binders,11.364,3,0.8,-17.046,-1.4999999999999998
2014,Missouri,Art,29.68,7,0,11.5752,0.39
2014,Missouri,Accessories,47.53,7,0,16.1602,0.33999999999999997
2017,Illinois,Bookcases,183.372,2,0.3,-36.6744,-0.19999999999999998
2014,Tennessee,Art,4.224,3,0.2,0.4752,0.1125
2014,Tennessee,Appliances,333.056,2,0.2,29.1424,0.0875
2014,Tennessee,Paper,24.896,4,0.2,7.78,0.3125
2015,Texas,Accessories,159.984,2,0.2,35.9964,0.225
2015,Texas,Storage,46.344,3,0.2,4.6344,0.1
2016,Alabama,Chairs,350.98,1,0,84.2352,0.24
2016,Alabama,Paper,13.08,2,0,6.0168,0.45999999999999996
2016,Alabama,Storage,900.08,4,0,117.0104,0.13
2015,California,Binders,17.568,2,0.2,6.3684,0.3625
2015,California,Labels,14.62,2,0,6.8714,0.47000000000000003
2015,California,Supplies,33.36,4,0,8.6736,0.26
2015,California,Paper,40.14,6,0,19.6686,0.49000000000000005
2016,Rhode Island,Storage,1606.23,9,0,481.869,0.3
2016,Rhode Island,Paper,17.04,3,0,7.668,0.45
2016,Rhode Island,Binders,49.53,3,0,23.7744,0.48
2016,Rhode Island,Chairs,872.32,4,0,244.2496,0.27999999999999997
2017,California,Binders,239.12,5,0.2,77.714,0.325
2015,Washington,Bookcases,141.96,2,0,39.7488,0.28
2016,California,Binders,33.024,2,0.2,11.5584,0.35000000000000003
2016,California,Binders,67.136,4,0.2,23.4976,0.35
2015,Massachusetts,Binders,14.73,3,0,6.9231,0.47
2015,Massachusetts,Storage,104.9,5,0,25.176,0.23999999999999996
2015,Massachusetts,Binders,61.04,4,0,30.52,0.5
2015,Massachusetts,Paper,10.95,3,0,5.1465,0.47
2016,Texas,Paper,9.392,2,0.2,3.2872,0.35000000000000003
2016,Texas,Art,9.328,1,0.2,0.8162,0.08750000000000001
2017,Minnesota,Binders,8.26,2,0,3.8822,0.47000000000000003
2017,Minnesota,Chairs,269.97,3,0,51.2943,0.18999999999999997
2015,Montana,Paper,29.04,3,0,13.9392,0.48
2015,Montana,Labels,14.62,2,0,6.8714,0.47000000000000003
2015,Arizona,Paper,11.952,3,0.2,4.3326,0.36250000000000004
2015,Arizona,Binders,4.536,7,0.7,-3.3264,-0.7333333333333334
2015,Arizona,Binders,9.156,2,0.7,-6.104,-0.6666666666666666
2015,Arizona,Furnishings,75.36,5,0.2,20.724,0.275
2015,California,Binders,57.504,6,0.2,20.1264,0.35000000000000003
2017,Ohio,Art,38.864,7,0.2,7.7728,0.2
2014,Texas,Paper,15.552,3,0.2,5.4432,0.35000000000000003
2016,New Jersey,Appliances,162.64,2,0,45.5392,0.28
2016,New Jersey,Phones,597,3,0,280.59,0.47
2016,New Jersey,Paper,55.48,1,0,26.6304,0.48000000000000004
2015,Pennsylvania,Furnishings,289.8,7,0.2,36.225,0.125
2015,Pennsylvania,Binders,2.502,3,0.7,-2.0016,-0.8
2015,Pennsylvania,Binders,6.48,4,0.7,-4.752,-0.7333333333333333
2015,Pennsylvania,Chairs,341.488,8,0.3,-73.176,-0.2142857142857143
2015,Pennsylvania,Art,11.12,5,0.2,0.834,0.075
2015,Pennsylvania,Furnishings,25.344,6,0.2,3.4848,0.13749999999999998
2016,Indiana,Furnishings,17.31,3,0,5.193,0.3
2017,Michigan,Accessories,199.95,5,0,63.984,0.32
2017,Michigan,Chairs,1586.69,7,0,412.5394,0.26
2017,Michigan,Accessories,84.99,1,0,30.5964,0.36
2017,Michigan,Tables,411.8,2,0,70.006,0.16999999999999998
2014,California,Fasteners,11.34,3,0,5.2164,0.46
2014,California,Storage,80.3,5,0,20.878,0.26
2014,California,Binders,15.968,2,0.2,5.3892,0.33749999999999997
2014,California,Paper,64.74,13,0,30.4278,0.4700000000000001
2014,California,Binders,19.296,3,0.2,6.03,0.3125
2014,California,Storage,405.64,4,0,12.1692,0.030000000000000002
2014,California,Chairs,146.352,3,0.2,-9.147,-0.0625
2014,California,Accessories,251.91,9,0,47.8629,0.19
2014,California,Art,12.39,3,0,3.717,0.3
2015,California,Accessories,199.96,4,0,69.986,0.35000000000000003
2015,California,Tables,710.832,3,0.2,-97.7394,-0.1375
2016,Pennsylvania,Binders,1.941,1,0.7,-1.294,-0.6666666666666666
2017,California,Chairs,283.92,5,0.2,-46.137,-0.1625
2016,Washington,Binders,7.312,2,0.2,2.5592,0.35000000000000003
2017,California,Accessories,59.97,3,0,13.7931,0.23
2017,California,Phones,761.544,7,0.2,66.6351,0.0875
2014,California,Furnishings,58.2,3,0,28.518,0.49
2017,Maryland,Paper,39.9,5,0,19.95,0.5
2017,Maryland,Appliances,90.86,7,0,26.3494,0.29
2017,Maryland,Paper,94.85,5,0,45.528,0.48000000000000004
2015,Arizona,Paper,106.232,7,0.2,37.1812,0.35
2015,Arizona,Phones,111.984,2,0.2,11.1984,0.1
2015,Arizona,Furnishings,7.712,2,0.2,1.7352,0.225
2017,California,Paper,37.44,6,0,16.848,0.45
2014,Texas,Labels,23.68,2,0.2,8.88,0.37500000000000006
2016,New York,Labels,122.12,4,0,56.1752,0.45999999999999996
2016,New York,Labels,18.45,5,0,8.6715,0.47000000000000003
2016,New York,Storage,324.9,5,0,38.988,0.12000000000000001
2016,New York,Paper,146.73,3,0,68.9631,0.47000000000000003
2016,New York,Fasteners,3.96,2,0,1.4652,0.37
2015,California,Labels,5.76,2,0,2.6496,0.46
2017,Delaware,Binders,26.55,3,0,13.0095,0.48999999999999994
2017,Delaware,Tables,310.443,3,0.3,-48.7839,-0.15714285714285717
2014,Minnesota,Chairs,479.9,5,0,81.583,0.17
2015,New Mexico,Supplies,12.88,1,0,0.3864,0.03
2015,North Carolina,Art,13.12,5,0.2,1.476,0.1125
2016,Mississippi,Binders,511.84,8,0,240.5648,0.47000000000000003
2016,Mississippi,Art,91.96,4,0,25.7488,0.28
2016,Mississippi,Art,8.34,3,0,2.1684,0.26
2017,Oregon,Storage,37.68,3,0.2,2.355,0.0625
2017,Oregon,Accessories,279.944,7,0.2,80.4839,0.2875
2014,Colorado,Storage,636.408,3,0.2,-15.9102,-0.024999999999999998
2014,Colorado,Art,83.168,4,0.2,9.3564,0.1125
2014,Arizona,Chairs,259.136,4,0.2,-25.9136,-0.09999999999999999
2017,New York,Paper,221.92,4,0,106.5216,0.48000000000000004
2017,New York,Accessories,26,2,0,11.7,0.44999999999999996
2014,Florida,Paper,15.552,3,0.2,5.4432,0.35000000000000003
2014,Texas,Binders,0.876,1,0.8,-1.4016,-1.5999999999999999
2015,California,Paper,19.98,1,0,9.3906,0.47
2015,California,Binders,398.352,3,0.2,124.485,0.3125
2015,California,Art,5.04,3,0,1.26,0.25
2015,California,Fasteners,17.45,5,0,8.027,0.45999999999999996
2015,California,Chairs,323.136,4,0.2,20.196,0.0625
2015,California,Supplies,29.7,3,0,8.019,0.27
2015,California,Phones,1295.84,4,0.2,145.782,0.11250000000000002
2015,California,Storage,46.84,2,0,12.6468,0.27
2015,California,Bookcases,425.833,1,0.15,20.0392,0.047058823529411764
2015,New York,Tables,209.67,1,0.4,-13.978,-0.06666666666666667
2016,California,Paper,159.88,7,0,73.5448,0.45999999999999996
2017,Washington,Paper,5.28,1,0,2.376,0.44999999999999996
2017,Washington,Binders,895.92,5,0.2,302.373,0.3375
2017,Florida,Binders,2.808,3,0.7,-1.9656,-0.7000000000000001
2017,California,Chairs,215.976,3,0.2,-2.6997,-0.0125
2017,Michigan,Bookcases,241.96,2,0,41.1332,0.17
2017,Michigan,Labels,27.72,9,0,13.3056,0.48000000000000004
2017,Pennsylvania,Envelopes,104.68,5,0.2,35.3295,0.3375
2017,Pennsylvania,Phones,62.958,7,0.4,9.4437,0.15
2014,Pennsylvania,Accessories,86.376,3,0.2,1.0797,0.0125
2015,Pennsylvania,Furnishings,64.944,3,0.2,6.4944,0.09999999999999999
2015,Pennsylvania,Paper,20.736,4,0.2,7.2576,0.35
2014,New Hampshire,Appliances,33.28,4,0,9.3184,0.28
2014,New Hampshire,Art,38.52,9,0,11.9412,0.31
2014,New Hampshire,Furnishings,139.86,7,0,60.1398,0.42999999999999994
2015,New York,Paper,19.65,3,0,9.039,0.46
2015,Pennsylvania,Binders,152.991,3,0.7,-122.3928,-0.7999999999999999
2015,Pennsylvania,Fasteners,10.584,7,0.2,-2.3814,-0.22500000000000003
2015,Pennsylvania,Phones,94.92,4,0.4,15.82,0.16666666666666666
2015,Texas,Furnishings,14.76,5,0.6,-11.439,-0.775
2015,Texas,Binders,3.656,4,0.8,-5.8496,-1.5999999999999999
2017,New York,Paper,146.82,3,0,73.41,0.5
2014,New York,Binders,149.544,9,0.2,50.4711,0.33749999999999997
2014,New York,Supplies,17.14,2,0,4.4564,0.26
2014,New York,Tables,991.764,3,0.4,-347.1174,-0.35
2016,Pennsylvania,Paper,30.48,6,0.2,9.906,0.325
2016,Pennsylvania,Phones,23.988,2,0.4,-4.7976,-0.2
2016,Pennsylvania,Fasteners,16.688,7,0.2,5.4236,0.32500000000000007
2016,Pennsylvania,Chairs,422.058,3,0.3,-18.0882,-0.04285714285714286
2016,Pennsylvania,Binders,38.088,4,0.7,-27.9312,-0.7333333333333333
2016,Pennsylvania,Storage,254.352,6,0.2,-50.8704,-0.19999999999999998
2014,California,Furnishings,43.31,1,0,4.331,0.1
2017,New York,Phones,84.95,5,0,22.087,0.26
2017,Texas,Chairs,233.058,3,0.3,-53.2704,-0.2285714285714286
2014,Missouri,Accessories,111.79,7,0,43.5981,0.39
2015,Massachusetts,Paper,14.94,3,0,7.0218,0.47000000000000003
2016,New York,Binders,14.16,2,0.2,5.133,0.3625
2016,Texas,Furnishings,22.608,3,0.6,-10.1736,-0.45
2016,California,Fasteners,21.48,6,0,10.74,0.5
2014,Minnesota,Storage,501.81,3,0,0,0
2014,Minnesota,Storage,161.94,3,0,9.7164,0.060000000000000005
2017,Florida,Art,17.856,4,0.2,2.0088,0.11249999999999999
2016,Illinois,Binders,8.808,3,0.8,-14.9736,-1.7
2016,Ohio,Furnishings,79.384,1,0.2,29.769,0.375
2016,California,Art,34.58,1,0,10.0282,0.29000000000000004
2017,California,Paper,314.55,3,0,150.984,0.48000000000000004
2016,Texas,Accessories,191.976,3,0.2,23.997,0.125
2016,Texas,Paper,8.288,2,0.2,3.0044,0.3625
2016,Texas,Furnishings,139.92,5,0.6,-150.414,-1.075
2016,Texas,Art,15.872,1,0.2,1.1904,0.075
2016,Texas,Binders,6.286,7,0.8,-11.0005,-1.7500000000000002
2017,Ohio,Art,14.016,3,0.2,1.752,0.125
2017,Ohio,Accessories,71.976,3,0.2,-8.997,-0.125
2017,Ohio,Phones,107.982,3,0.4,-26.9955,-0.25
2017,Texas,Chairs,305.312,2,0.3,-8.7232,-0.02857142857142857
2014,California,Binders,19.752,3,0.2,6.9132,0.35000000000000003
2016,Texas,Binders,9.264,3,0.8,-13.896,-1.5000000000000002
2015,Texas,Storage,61.792,4,0.2,6.1792,0.09999999999999999
2016,Utah,Paper,45.68,2,0,21.0128,0.45999999999999996
2016,Utah,Paper,60.12,9,0,28.8576,0.48000000000000004
2016,Utah,Binders,41.72,5,0.2,13.0375,0.3125
2016,Utah,Paper,71.6,8,0,32.936,0.46
2016,New York,Binders,85.232,7,0.2,30.8966,0.3625
2016,New York,Labels,44.4,3,0,22.2,0.5
2016,New York,Chairs,442.764,4,0.1,59.0352,0.13333333333333333
2016,New York,Machines,3999.95,5,0,1159.9855,0.29000000000000004
2016,New York,Accessories,199.95,5,0,21.9945,0.11
2016,New York,Furnishings,63.68,8,0,28.0192,0.44
2017,California,Binders,54.896,2,0.2,18.5274,0.3375
2016,Alabama,Accessories,29,2,0,7.25,0.25
2017,Indiana,Envelopes,70.08,6,0,35.04,0.5
2017,Indiana,Furnishings,121.3,2,0,25.473,0.21
2017,Indiana,Phones,1454.49,9,0,378.1674,0.26
2016,California,Appliances,60.81,3,0,17.0268,0.28
2016,Washington,Binders,153.552,3,0.2,51.8238,0.3375
2016,Washington,Appliances,65.34,3,0,22.869,0.35
2016,Washington,Paper,123.92,4,0,55.764,0.45
2016,Washington,Appliances,35.1,3,0,12.285,0.35
2016,Washington,Accessories,44.75,5,0,8.5025,0.19
2016,Tennessee,Art,4.704,2,0.2,0.4116,0.08750000000000001
2014,Alabama,Art,14.67,3,0,3.9609,0.27
2015,Pennsylvania,Paper,15.552,3,0.2,5.4432,0.35000000000000003
2015,Pennsylvania,Paper,5.232,1,0.2,1.7004,0.32499999999999996
2014,Arkansas,Furnishings,22.2,6,0,9.102,0.41000000000000003
2014,Arkansas,Phones,881.93,7,0,229.3018,0.26
2015,Washington,Binders,6.096,2,0.2,2.1336,0.35
2015,Washington,Furnishings,191.82,3,0,74.8098,0.39
2015,Pennsylvania,Furnishings,20.104,1,0.2,1.7591,0.08750000000000001
2016,Tennessee,Art,67.56,3,0.2,8.445,0.125
2014,Illinois,Binders,29.932,7,0.8,-46.3946,-1.55
2014,Illinois,Phones,38.272,4,0.2,3.8272,0.1
2015,New York,Art,16.52,4,0,7.5992,0.46
2014,Connecticut,Phones,832.93,7,0,233.2204,0.28
2014,Connecticut,Binders,43.8,10,0,21.024,0.48000000000000004
2016,Michigan,Appliances,167.292,6,0.1,29.7408,0.17777777777777778
2017,New York,Furnishings,27.42,1,0,11.2422,0.41
2017,California,Binders,1.44,1,0.2,0.504,0.35000000000000003
2017,California,Binders,61.776,13,0.2,20.8494,0.33749999999999997
2017,California,Appliances,241.96,2,0,60.49,0.25
2017,California,Chairs,108.608,4,0.2,9.5032,0.0875
2014,Florida,Art,2.816,2,0.2,0.9856,0.35000000000000003
2017,California,Binders,9.984,4,0.2,3.6192,0.36250000000000004
2017,California,Storage,14.98,1,0,4.1944,0.27999999999999997
2017,California,Phones,1145.6,4,0.2,100.24,0.08750000000000001
2015,Ohio,Phones,485.94,2,0.4,-89.089,-0.18333333333333332
2015,Ohio,Art,37.376,8,0.2,4.672,0.125
2015,Ohio,Chairs,70.686,1,0.3,-24.2352,-0.3428571428571428
2017,Pennsylvania,Paper,54.816,3,0.2,17.8152,0.325
2016,Colorado,Bookcases,72.294,1,0.7,-98.8018,-1.3666666666666667
2017,Texas,Fasteners,2.896,2,0.2,0.4706,0.1625
2017,Texas,Phones,124.792,1,0.2,15.599,0.125
2016,New York,Tables,330.588,1,0.4,-115.7058,-0.35
2014,California,Binders,673.568,2,0.2,252.588,0.375
2014,California,Appliances,52.98,2,0,14.8344,0.28
2017,Indiana,Furnishings,526.45,5,0,31.587,0.06
2017,Illinois,Storage,228.92,5,0.2,14.3075,0.0625
2015,Oregon,Phones,319.968,4,0.2,35.9964,0.1125
2017,Vermont,Accessories,205.03,7,0,67.6599,0.32999999999999996
2015,Indiana,Storage,190.86,2,0,11.4516,0.05999999999999999
2015,Indiana,Art,24.32,8,0,8.2688,0.34
2016,Utah,Supplies,44.4,5,0,12.432,0.28
2017,Illinois,Furnishings,44.4,2,0.6,-52.17,-1.175
2016,California,Binders,1016.792,1,0.2,381.297,0.375
2016,California,Binders,38.136,7,0.2,13.3476,0.35
2016,Pennsylvania,Phones,494.982,3,0.4,-115.4958,-0.23333333333333334
2017,California,Storage,56.56,2,0,15.2712,0.27
2017,California,Art,5.56,2,0,1.4456,0.26
2017,California,Fasteners,9.02,2,0,3.5178,0.39
2017,California,Appliances,8.62,1,0,2.2412,0.26
2017,California,Phones,659.976,3,0.2,49.4982,0.075
2015,California,Paper,13.36,2,0,6.4128,0.48
2015,California,Binders,41.72,5,0.2,13.0375,0.3125
2015,California,Binders,11.52,5,0.2,4.176,0.36250000000000004
2015,California,Appliances,541.44,6,0,157.0176,0.2899999999999999
2015,California,Paper,19.44,3,0,9.3312,0.48000000000000004
2016,California,Paper,143.7,3,0,68.976,0.48000000000000004
2015,California,Appliances,43.26,3,0,14.2758,0.33
2015,California,Appliances,43.56,2,0,15.246,0.35
2016,Maine,Phones,437.85,3,0,131.355,0.29999999999999993
2016,Maine,Furnishings,109.48,2,0,33.9388,0.31
2017,California,Chairs,1212.96,7,0.2,90.972,0.075
2017,California,Paper,18.54,2,0,8.7138,0.4700000000000001
2015,California,Fasteners,5,1,0,2.4,0.48
2015,California,Accessories,371.97,3,0,66.9546,0.18
2015,New York,Accessories,166.24,1,0,24.936,0.15
2017,Virginia,Bookcases,359.97,3,0,79.1934,0.21999999999999997
2016,Georgia,Accessories,499.98,2,0,114.9954,0.23
2016,Georgia,Paper,5.28,1,0,2.376,0.44999999999999996
2016,Georgia,Binders,8.26,2,0,3.8822,0.47000000000000003
2017,North Carolina,Paper,7.968,2,0.2,2.6892,0.3375
2017,Washington,Paper,12.96,2,0,6.3504,0.48999999999999994
2017,New York,Paper,6.48,1,0,3.1104,0.4799999999999999
2017,New York,Binders,6.984,1,0.2,2.3571,0.3375
2017,Florida,Art,47.96,5,0.2,4.1965,0.08750000000000001
2015,Washington,Storage,199.74,6,0,47.9376,0.24000000000000002
2015,California,Furnishings,435.26,7,0,95.7572,0.22
2015,California,Copiers,1119.984,2,0.2,377.9946,0.3375
2014,California,Tables,143.432,1,0.2,3.5858,0.025
2014,California,Chairs,122.352,3,0.2,13.7646,0.11249999999999999
2014,Mississippi,Storage,306.2,5,0,0,0
2014,Mississippi,Tables,85.98,1,0,22.3548,0.26
2014,Mississippi,Accessories,223.96,4,0,53.7504,0.24
2017,Washington,Chairs,97.568,2,0.2,-6.098,-0.0625
2017,Washington,Chairs,614.272,8,0.2,-23.0352,-0.0375
2017,Washington,Bookcases,199.98,2,0,37.9962,0.19000000000000003
2016,Connecticut,Paper,48.16,7,0,22.1536,0.4600000000000001
2015,Indiana,Phones,23.92,2,0,6.6976,0.27999999999999997
2015,Indiana,Appliances,60.69,7,0,16.3863,0.26999999999999996
2016,Tennessee,Paper,14.352,3,0.2,5.2026,0.3625
2017,Virginia,Appliances,35.04,2,0,12.264,0.35
2017,Ohio,Appliances,17.48,5,0.2,1.311,0.075
2017,California,Art,16.4,5,0,4.756,0.29000000000000004
2017,Washington,Tables,892.98,2,0,80.3682,0.09
2015,Georgia,Phones,287.97,3,0,77.7519,0.27
2015,Georgia,Furnishings,595.38,6,0,297.69,0.5
2015,Georgia,Paper,12.96,2,0,6.2208,0.4799999999999999
2015,New York,Phones,4.95,1,0,1.3365,0.27
2017,Connecticut,Furnishings,181.95,3,0,38.2095,0.21
2015,New York,Paper,13.52,4,0,6.2192,0.46
2015,New York,Furnishings,259.7,5,0,106.477,0.41000000000000003
2015,New York,Phones,42.95,1,0,1.2885,0.03
2015,New York,Accessories,1399.93,7,0,601.9699,0.43
2015,New York,Phones,503.96,4,0,125.99,0.25
2014,Michigan,Binders,12.72,3,0,6.36,0.5
2014,Michigan,Binders,11.52,4,0,5.6448,0.49000000000000005
2016,Georgia,Accessories,316,4,0,31.6,0.1
2017,Georgia,Chairs,723.92,4,0,188.2192,0.26
2017,Georgia,Paper,106.32,3,0,49.9704,0.47000000000000003
2016,Illinois,Bookcases,141.372,2,0.3,-14.1372,-0.09999999999999999
2015,Texas,Paper,27.216,3,0.2,9.8658,0.3625
2017,New York,Accessories,390.75,5,0,171.93,0.44
2017,Arizona,Chairs,280.792,1,0.2,35.099,0.125
2017,Arizona,Storage,68.448,4,0.2,7.7004,0.11250000000000002
2017,Arizona,Art,88.04,5,0.2,6.603,0.075
2017,Arizona,Art,15.872,1,0.2,1.984,0.125
2017,Arizona,Storage,215.592,3,0.2,-48.5082,-0.225
2017,South Dakota,Labels,14.62,2,0,6.8714,0.47000000000000003
2017,South Dakota,Appliances,416.32,2,0,112.4064,0.27
2017,South Dakota,Binders,43,5,0,20.21,0.47000000000000003
2017,South Dakota,Chairs,182.94,3,0,27.441,0.15
2017,South Dakota,Binders,60.83,7,0,30.415,0.5
2017,South Dakota,Accessories,389.97,3,0,132.5898,0.33999999999999997
2015,Virginia,Appliances,194.32,4,0,56.3528,0.29000000000000004
2017,Washington,Accessories,265.93,7,0,63.8232,0.24
2015,Kentucky,Binders,94.74,3,0,44.5278,0.47000000000000003
2015,Kentucky,Binders,60.64,4,0,27.8944,0.46
2015,Kentucky,Binders,76.3,5,0,38.15,0.5
2015,Kentucky,Binders,364.8,12,0,167.808,0.45999999999999996
2015,New York,Binders,79.872,3,0.2,29.952,0.375
2015,New York,Bookcases,46.384,1,0.2,1.1596,0.024999999999999998
2015,New York,Paper,12.96,2,0,6.2208,0.4799999999999999
2017,Colorado,Envelopes,14.352,3,0.2,5.2026,0.3625
2015,Pennsylvania,Furnishings,547.136,4,0.2,-68.392,-0.125
2016,California,Storage,41.96,2,0,2.9372,0.06999999999999999
2016,California,Paper,41.7,5,0,20.85,0.5
2017,Indiana,Paper,277.4,5,0,133.152,0.48
2017,Indiana,Paper,5.78,1,0,2.8322,0.48999999999999994
2014,Tennessee,Appliances,69.216,6,0.2,11.2476,0.1625
2017,Connecticut,Envelopes,10.86,3,0,5.1042,0.47
2017,Connecticut,Appliances,426.79,7,0,123.7691,0.29
2014,New York,Paper,25.92,4,0,12.4416,0.4799999999999999
2014,New York,Paper,45.92,4,0,22.5008,0.49
2014,Ohio,Art,10.72,2,0.2,1.742,0.16249999999999998
2016,Georgia,Art,41.86,7,0,10.465,0.25
2014,Massachusetts,Furnishings,63.2,5,0,23.384,0.37
2014,Massachusetts,Accessories,113.97,3,0,27.3528,0.24
2014,Illinois,Storage,123.552,3,0.2,-29.3436,-0.2375
2016,Wisconsin,Appliances,490.32,9,0,137.2896,0.28
2016,Texas,Paper,70.08,5,0.2,24.528,0.35
2016,Texas,Binders,1.272,2,0.8,-2.1624,-1.7
2016,Texas,Tables,557.585,5,0.3,0,0
2017,California,Binders,9.024,6,0.2,3.1584,0.35000000000000003
2017,California,Binders,69.456,2,0.2,22.5732,0.325
2017,California,Paper,10.86,2,0,5.3214,0.49
2017,California,Appliances,79.47,3,0,22.2516,0.28
2017,California,Art,10.08,6,0,5.04,0.5
2015,California,Bookcases,1552.831,7,0.15,200.9546,0.12941176470588237
2015,California,Binders,137.24,5,0.2,46.3185,0.33749999999999997
2015,California,Accessories,36.51,1,0,15.6993,0.43
2015,California,Machines,239.976,3,0.2,80.9919,0.3375
2014,New York,Tables,1579.746,7,0.4,-447.5947,-0.2833333333333333
2014,New York,Tables,1071.576,4,0.4,-553.6476,-0.5166666666666667
2014,New York,Tables,613.908,3,0.4,-122.7816,-0.19999999999999998
2014,New York,Paper,34.86,7,0,16.3842,0.47000000000000003
2014,New York,Paper,155.04,4,0,75.9696,0.49000000000000005
2017,Ohio,Binders,13.71,5,0.7,-10.054,-0.7333333333333333
2016,Virginia,Furnishings,127.88,2,0,40.9216,0.32
2016,Virginia,Appliances,160.32,2,0,44.8896,0.28
2016,Virginia,Binders,46,4,0,20.7,0.45
2014,California,Chairs,120.712,1,0.2,-18.1068,-0.15
2017,Maryland,Paper,23.12,4,0,11.3288,0.48999999999999994
2016,Ohio,Furnishings,532.704,6,0.2,-26.6352,-0.05000000000000001
2016,Ohio,Art,4.912,2,0.2,0.307,0.0625
2017,Rhode Island,Accessories,252,4,0,93.24,0.37
2016,Illinois,Furnishings,60.288,8,0.6,-27.1296,-0.45
2016,Illinois,Fasteners,2.632,1,0.2,0.8225,0.3125
2016,Illinois,Paper,23.688,9,0.2,7.6986,0.325
2016,Illinois,Chairs,253.372,2,0.3,-14.4784,-0.05714285714285714
2017,Georgia,Fasteners,5.67,3,0,0.1134,0.02
2014,Ohio,Binders,76.776,4,0.7,-58.8616,-0.7666666666666667
2014,Ohio,Supplies,9.184,2,0.2,1.148,0.125
2015,California,Paper,32.75,5,0,15.065,0.45999999999999996
2016,Ohio,Fasteners,7.216,2,0.2,1.7138,0.2375
2016,Ohio,Paper,49.568,2,0.2,15.49,0.3125
2016,Ohio,Furnishings,54.712,7,0.2,11.6263,0.2125
2017,California,Appliances,176.04,4,0,45.7704,0.26
2017,California,Art,16.02,9,0,4.4856,0.27999999999999997
2017,California,Binders,185.92,4,0.2,62.748,0.3375
2017,California,Phones,211.168,4,0.2,15.8376,0.075
2017,California,Copiers,479.984,2,0.2,59.998,0.125
2015,California,Fasteners,7.86,2,0,3.6156,0.46
2015,California,Binders,24.448,2,0.2,8.8624,0.36249999999999993
2015,New York,Paper,6.48,1,0,3.1104,0.4799999999999999
2015,New York,Paper,41.86,7,0,20.5114,0.49
2015,New York,Accessories,1619.91,9,0,97.1946,0.05999999999999999
2015,New York,Furnishings,113.92,4,0,42.1504,0.37
2016,Massachusetts,Art,39.68,2,0,10.3168,0.26
2015,New York,Accessories,37.6,2,0,2.256,0.05999999999999999
2015,New York,Accessories,59.9,2,0,23.96,0.4
2015,New York,Paper,37,5,0,16.65,0.44999999999999996
2017,California,Labels,5.76,2,0,2.8224,0.49000000000000005
2017,California,Art,16.68,6,0,4.3368,0.26
2017,South Carolina,Storage,628.81,7,0,12.5762,0.02
2017,South Carolina,Storage,56.45,5,0,14.677,0.25999999999999995
2017,Missouri,Storage,94.2,6,0,23.55,0.25
2017,Missouri,Envelopes,28.4,5,0,13.348,0.47000000000000003
2016,Texas,Bookcases,956.6648,7,0.32,-225.0976,-0.23529411764705882
2017,California,Accessories,1115.91,9,0,200.8638,0.18
2017,California,Phones,128.744,7,0.2,-28.9674,-0.225
